class_type,wristX,wristY,wristZ,thumb_CmcX,thumb_CmcY,thumb_CmcZ,thumb_McpX,thumb_McpY,thumb_McpZ,thumb_IpX,thumb_IpY,thumb_IpZ,thumb_TipX,thumb_TipY,thumb_TipZ,index_McpX,index_McpY,index_McpZ,index_PipX,index_PipY,index_PipZ,index_DipX,index_DipY,index_DipZ,index_TipX,index_TipY,index_TipZ,middle_McpX,middle_McpY,middle_McpZ,middle_PipX,middle_PipY,middle_PipZ,middle_DipX,middle_DipY,middle_DipZ,middle_TipX,middle_TipY,middle_TipZ,ring_McpX,ring_McpY,ring_McpZ,ring_PipX,ring_PipY,ring_PipZ,ring_DipX,ring_DipY,ring_DipZ,ring_TipX,ring_TipY,ring_TipZ,pinky_McpX,pinky_McpY,pinky_McpZ,pinky_PipX,pinky_PipY,pinky_PipZ,pinky_DipX,pinky_DipY,pinky_DipZ,pinky_TipX,pinky_TipY,pinky_TipZ
B,1564.4990801811218,2828.8228511810303,7.075182679727732e-07,1080.96644282341,2583.854377269745,-0.03977230563759804,795.4203486442566,2099.764108657837,-0.04882551729679108,932.0447444915771,1697.0248818397522,-0.06014551594853401,1252.7072131633759,1664.3884778022766,-0.07409246265888214,998.6511468887329,1691.2270188331604,-0.0009640534408390522,929.5012056827545,1181.9340884685516,-0.03117961809039116,889.8408114910126,856.7898273468018,-0.06796178221702576,856.725811958313,570.3639686107635,-0.10114356875419617,1252.0271837711334,1614.5528554916382,-0.016267316415905952,1169.1271662712097,1056.1187267303467,-0.045597951859235764,1109.758883714676,691.9031739234924,-0.08779631555080414,1039.6859049797058,375.7147192955017,-0.12037581205368042,1489.3084466457367,1634.1358423233032,-0.0399027056992054,1421.8947887420654,1121.0624277591705,-0.07079606503248215,1358.7128520011902,761.739045381546,-0.10956104099750519,1298.3220219612122,466.75676107406616,-0.1381339281797409,1755.4303407669067,1721.9384908676147,-0.06969954818487167,1699.6017694473267,1308.3481192588806,-0.09680850803852081,1647.1534967422485,1019.9959874153137,-0.11567839235067368,1596.6546535491943,767.8825557231903,-0.13183557987213135
B,1547.3946332931519,2742.542624473572,9.137143024418037e-07,1276.9891619682312,2358.336925506592,-0.04756418243050575,1261.4520192146301,1818.135380744934,-0.06759428232908249,1428.4613728523254,1459.3368172645569,-0.08705536276102066,1723.865032196045,1466.5960371494293,-0.10604509711265564,1777.2953510284424,1494.6576654911041,-0.014955188147723675,1977.9401421546936,1052.1576404571533,-0.05764572322368622,2119.168281555176,771.3321447372437,-0.10193074494600296,2256.537616252899,536.9988083839417,-0.13750188052654266,2016.4123177528381,1574.9457478523254,-0.02731577679514885,2233.489215373993,1091.3597345352173,-0.065095916390419,2388.7399435043335,767.0681476593018,-0.10673130303621292,2509.5412731170654,482.95363783836365,-0.13717937469482422,2191.8143033981323,1742.5795197486877,-0.04924863204360008,2407.7115654945374,1280.818372964859,-0.08414486050605774,2550.3024458885193,975.1543700695038,-0.11519315093755722,2659.6455574035645,714.5259082317352,-0.1377113312482834,2344.322383403778,1988.566517829895,-0.07772806286811829,2523.731589317322,1610.1207733154297,-0.10846881568431854,2640.7418847084045,1352.040410041809,-0.12635093927383423,2739.086866378784,1111.5495264530182,-0.13987624645233154
B,986.1239790916443,2917.776346206665,7.887174433562905e-07,674.2885708808899,2598.5392928123474,-0.06869121640920639,595.3675210475922,2114.6196126937866,-0.1030641719698906,835.0028693675995,1733.0144047737122,-0.13127043843269348,1166.4140224456787,1669.1064834594727,-0.15874893963336945,1033.6431562900543,1676.8764853477478,-0.06451305747032166,1269.0783441066742,1207.9986333847046,-0.11368894577026367,1412.6595854759216,910.7309281826019,-0.15782509744167328,1531.7063927650452,652.7897715568542,-0.19259390234947205,1296.766608953476,1735.490620136261,-0.06730413436889648,1565.1583671569824,1222.7637469768524,-0.10859756916761398,1703.2658457756042,896.2867856025696,-0.14843153953552246,1795.2924370765686,595.1886177062988,-0.1795661449432373,1482.3262989521027,1868.4664964675903,-0.07791931927204132,1732.870638370514,1400.5832076072693,-0.11602357774972916,1857.1920990943909,1075.5654573440552,-0.14785662293434143,1938.4413957595825,798.044890165329,-0.17260518670082092,1647.1479535102844,2081.704258918762,-0.09606415033340454,1845.8849787712097,1726.9787192344666,-0.12950921058654785,1944.4119930267334,1470.9321856498718,-0.14797501266002655,2000.2387762069702,1237.4938130378723,-0.16283966600894928
B,1057.767391204834,2832.999587059021,9.075736215891084e-07,805.0041496753693,2467.058300971985,-0.0582091398537159,847.1387922763824,1985.3428602218628,-0.08209160715341568,1220.289409160614,1755.8162212371826,-0.10217396169900894,1532.6194167137146,1845.145583152771,-0.12275908887386322,985.5040311813354,1597.9514122009277,-0.03925316780805588,1191.8610334396362,1123.2812404632568,-0.07360688596963882,1321.3991224765778,837.151050567627,-0.1093616932630539,1429.7413229942322,592.0821726322174,-0.1395396590232849,1258.9977085590363,1655.542016029358,-0.042635153979063034,1483.3762049674988,1142.1747207641602,-0.06962752342224121,1614.1685843467712,812.3989105224609,-0.10653497278690338,1704.2757868766785,525.2536833286285,-0.13605836033821106,1473.5791683197021,1790.7825708389282,-0.053487230092287064,1668.8464879989624,1341.0637378692627,-0.0778108686208725,1789.473295211792,1022.0915079116821,-0.11369999498128891,1873.9124536514282,758.3563327789307,-0.14199653267860413,1663.760483264923,1981.7733764648438,-0.07149376720190048,1817.8356885910034,1635.4762315750122,-0.09368661791086197,1902.546465396881,1383.4944069385529,-0.11087168008089066,1966.1841988563538,1172.7343797683716,-0.12573455274105072
B,1416.627287864685,2780.803442001343,8.681300869284314e-07,963.7608826160431,2546.8257665634155,-0.030841343104839325,735.1154386997223,2008.6390972137451,-0.029400935396552086,911.6139113903046,1620.7943558692932,-0.032595738768577576,1214.0214443206787,1617.218792438507,-0.038595229387283325,931.206464767456,1695.8139538764954,0.02050030045211315,900.4899859428406,1238.299012184143,0.0013848977396264672,892.8388059139252,943.1303143501282,-0.0259969811886549,902.2344946861267,678.1252026557922,-0.051649563014507294,1152.7413725852966,1621.668040752411,0.005794426891952753,1109.41743850708,1128.096878528595,-0.01031588576734066,1093.405544757843,787.643551826477,-0.03793856501579285,1087.8676772117615,500.9612739086151,-0.059208158403635025,1372.893512248993,1644.118309020996,-0.01844804175198078,1322.21120595932,1169.7315573692322,-0.03822360187768936,1287.571370601654,839.4262790679932,-0.06567548215389252,1258.8160336017609,566.1362707614899,-0.0856548324227333,1605.3348183631897,1722.256064414978,-0.049048785120248795,1541.5481328964233,1325.4257440567017,-0.06591036170721054,1501.075029373169,1061.7810487747192,-0.07639408111572266,1471.7734158039093,835.1141810417175,-0.08646582812070847
B,1125.3378689289093,2945.2825784683228,7.801533570273023e-07,706.4688205718994,2694.5124864578247,-0.062132932245731354,516.7478621006012,2234.6144914627075,-0.08668192476034164,736.9718849658966,1831.057369709015,-0.1077677384018898,1080.3253948688507,1722.288429737091,-0.12674584984779358,675.7377684116364,1711.603581905365,-0.02144547365605831,709.628015756607,1208.812952041626,-0.051129262894392014,739.1218096017838,909.1938436031342,-0.0867488905787468,756.6165626049042,640.5360996723175,-0.11744845658540726,948.0361640453339,1693.1748390197754,-0.022997496649622917,973.0155766010284,1130.4144859313965,-0.04307922348380089,965.5723571777344,794.9252128601074,-0.07518811523914337,931.167483329773,504.5609772205353,-0.1022549569606781,1187.6016855239868,1762.1775269508362,-0.03409574553370476,1210.904449224472,1262.4564170837402,-0.05312485247850418,1183.912754058838,945.5128312110901,-0.07836689800024033,1139.5567059516907,685.552328824997,-0.09984869509935379,1430.9113025665283,1894.9912190437317,-0.054128777235746384,1457.5653970241547,1512.7294063568115,-0.07155551761388779,1440.6235814094543,1257.0734024047852,-0.08107646554708481,1416.2519574165344,1041.8697595596313,-0.09051085263490677
B,913.0607843399048,2696.7265605926514,7.660150345145667e-07,513.7551426887512,2426.897943019867,-0.0419950895011425,333.4232568740845,1897.4602818489075,-0.04743475466966629,530.1444232463837,1514.9765610694885,-0.05338849127292633,822.8698074817657,1496.0147738456726,-0.05992520973086357,518.4506177902222,1567.0291185379028,0.007604472804814577,553.8566708564758,1115.517407655716,-0.013153822161257267,599.8495817184448,836.7154598236084,-0.04320937395095825,638.5708451271057,588.3708000183105,-0.07144293934106827,764.0693485736847,1534.3716144561768,-3.1169827707344666e-05,803.7358224391937,1034.0575575828552,-0.0138641856610775,839.9758636951447,734.256237745285,-0.04344787448644638,845.81458568573,464.26883339881897,-0.06887862831354141,974.8840928077698,1591.0694003105164,-0.017023058608174324,1013.9782726764679,1139.904499053955,-0.03408793359994888,1019.6955800056458,835.2858424186707,-0.0623050294816494,1009.0341567993164,584.9136114120483,-0.08602996915578842,1199.5049715042114,1710.8166217803955,-0.04096926003694534,1213.4812474250793,1349.400132894516,-0.056453049182891846,1216.5547013282776,1111.1655235290527,-0.0682850256562233,1211.8915915489197,908.1639647483826,-0.08122080564498901
B,1764.2054557800293,2897.7595567703247,4.946820126860985e-07,1399.0718722343445,2508.439779281616,-0.015969380736351013,1375.1569390296936,1957.8977823257446,-0.0029959487728774548,1678.5120964050293,1630.4994821548462,0.0028371568769216537,1972.1224308013916,1693.6113238334656,0.007742729969322681,1616.3570880889893,1684.510588645935,0.06401730328798294,1711.038887500763,1226.4788746833801,0.05914948508143425,1786.486029624939,950.9711265563965,0.03709447756409645,1857.9071760177612,714.160680770874,0.013759891502559185,1869.2783117294312,1673.728108406067,0.047843366861343384,1953.0699849128723,1179.375171661377,0.043190259486436844,2015.1248574256897,865.2321696281433,0.01735471375286579,2064.2677545547485,602.7608513832092,-0.004528302699327469,2081.6697478294373,1749.5926022529602,0.021667683497071266,2152.0323157310486,1286.0164940357208,0.011028031818568707,2187.5234842300415,973.5163450241089,-0.01386389322578907,2222.3074436187744,730.1408350467682,-0.03476378694176674,2305.5701851844788,1891.9143676757812,-0.010352343320846558,2358.687400817871,1500.7553100585938,-0.0220497939735651,2384.41264629364,1240.1407063007355,-0.03194158896803856,2405.903935432434,1015.9959197044373,-0.042535923421382904
B,1225.0015139579773,3192.847967147827,8.803405648905027e-07,782.3034524917603,2962.511122226715,-0.06630176305770874,545.6298887729645,2465.814471244812,-0.10097584128379822,628.9416700601578,2057.155966758728,-0.1319531500339508,904.095321893692,2013.3145451545715,-0.16437508165836334,930.9629201889038,1908.5698127746582,-0.05874086543917656,997.3130822181702,1365.977793931961,-0.11392802745103836,1047.089159488678,1020.6769108772278,-0.16398467123508453,1101.364642381668,714.3726646900177,-0.2048129290342331,1226.368099451065,1895.482063293457,-0.06959095597267151,1294.9181199073792,1281.5337181091309,-0.12046901881694794,1331.0566842556,889.6662890911102,-0.16683843731880188,1348.4408855438232,542.4283146858215,-0.2010951042175293,1481.3942313194275,1991.416096687317,-0.08954300731420517,1548.9680171012878,1413.221150636673,-0.13976138830184937,1574.1804242134094,1036.4694893360138,-0.17693737149238586,1589.938759803772,714.2108380794525,-0.20262981951236725,1745.4788088798523,2177.9844760894775,-0.11667348444461823,1796.7309951782227,1726.2573838233948,-0.16089442372322083,1809.5898628234863,1420.2287793159485,-0.18333429098129272,1811.7810487747192,1135.3375911712646,-0.19977906346321106
B,1579.974889755249,2908.093750476837,1.0475126828168868e-06,1118.8597083091736,2786.7305874824524,-0.057425305247306824,762.6043260097504,2430.754244327545,-0.08722130954265594,680.3827285766602,2001.2708902359009,-0.11351048946380615,948.3741223812103,1858.897626399994,-0.13945245742797852,987.0344996452332,1831.246018409729,-0.03360728919506073,911.9322896003723,1343.6245322227478,-0.07461246848106384,881.851851940155,1040.1806831359863,-0.11777588725090027,855.2423715591431,764.0957236289978,-0.15304066240787506,1232.50812292099,1735.6125712394714,-0.04115370661020279,1162.4241471290588,1184.6842467784882,-0.07372255623340607,1110.326886177063,831.7599892616272,-0.10933435708284378,1039.1854047775269,526.9482135772705,-0.13711196184158325,1468.9925014972687,1757.0732831954956,-0.05733928456902504,1397.207111120224,1254.3940544128418,-0.08908791095018387,1339.1532897949219,928.7401735782623,-0.11234164983034134,1276.2908041477203,661.85063123703,-0.1291530281305313,1737.9714846611023,1860.9580993652344,-0.0808580219745636,1681.9685697555542,1468.5444831848145,-0.10568127036094666,1630.4787397384644,1213.202565908432,-0.11385026574134827,1572.6231336593628,995.1581954956055,-0.1208534985780716
C,106.26395344734192,61.76198869943619,-2.349058689787853e-07,108.35838317871094,51.33984982967377,-0.08247310668230057,102.00521349906921,40.837642550468445,-0.11006205528974533,90.74084758758545,34.842440485954285,-0.12383910268545151,80.84088563919067,30.796784162521362,-0.13206201791763306,92.70893633365631,32.934726029634476,-0.04871183633804321,79.096519947052,32.17853754758835,-0.08996307104825974,76.49422287940979,34.567393362522125,-0.12385973334312439,76.55055820941925,37.06486076116562,-0.14110548794269562,87.80984580516815,38.069285452365875,-0.01508614793419838,75.55851638317108,36.836077272892,-0.0514569990336895,74.22461360692978,39.24320340156555,-0.0812603160738945,74.58458840847015,40.99535197019577,-0.09623627364635468,84.9314957857132,42.804260551929474,0.009051525965332985,74.79341626167297,42.972175776958466,-0.02466011792421341,72.92234301567078,44.39133703708649,-0.04003005102276802,72.83822447061539,44.18160170316696,-0.043471742421388626,83.49352777004242,47.731831669807434,0.02663767896592617,74.50836896896362,46.79273217916489,0.005269249901175499,72.57787138223648,47.29154706001282,5.244027488515712e-05,71.99055254459381,46.5533584356308,0.0015420203562825918
C,94.80277597904205,96.45302295684814,-6.889282531119534e-07,82.70436823368073,90.07876217365265,0.012044256553053856,74.48006272315979,82.66925811767578,0.005405304953455925,67.1762153506279,78.68732213973999,-0.007297107484191656,60.953888297080994,77.1074652671814,-0.022201595827937126,85.43028831481934,68.72534304857254,0.002915304619818926,69.5741057395935,69.46350038051605,-0.026252811774611473,59.82241630554199,72.87750095129013,-0.053793564438819885,53.58242243528366,76.53264999389648,-0.06959367543458939,86.1612617969513,69.57840174436569,-0.016145600005984306,69.03812885284424,70.15427649021149,-0.03806570544838905,58.829158544540405,74.26746189594269,-0.05719926953315735,51.76824778318405,78.70797514915466,-0.07138428092002869,85.14566123485565,72.24659621715546,-0.03589407727122307,68.88603419065475,71.12250924110413,-0.0557260736823082,58.83164405822754,74.13122802972794,-0.06375996023416519,52.14562118053436,77.6216447353363,-0.06781554967164993,83.17216336727142,76.28128230571747,-0.054522741585969925,70.079505443573,73.8730788230896,-0.06980112195014954,62.11119443178177,74.85994398593903,-0.07094678282737732,56.432631611824036,76.7814964056015,-0.06932391971349716
C,2187.3123049736023,2670.1791286468506,-8.846681112117949e-07,1795.414924621582,2356.2281727790833,-0.025432469323277473,1425.6746470928192,1876.8407106399536,-0.06585989892482758,1051.692008972168,1628.7038326263428,-0.11552253365516663,820.8008408546448,1408.2067608833313,-0.16061168909072876,2113.86376619339,1375.568926334381,-0.0025214708875864744,1852.4824976921082,893.6174511909485,-0.09569761157035828,1452.4456858634949,790.8395826816559,-0.17953580617904663,1062.9335045814514,874.1605281829834,-0.22897984087467194,2239.996612071991,1411.7647111415863,-0.04000992700457573,1855.9037446975708,769.2471742630005,-0.1448238343000412,1422.3664999008179,750.0831484794617,-0.2244938462972641,1084.076464176178,914.1309857368469,-0.2641550600528717,2369.1258430480957,1532.0057272911072,-0.08594194799661636,2112.3692393302917,854.7136187553406,-0.17025859653949738,1624.1353154182434,792.7384972572327,-0.20965027809143066,1229.9769222736359,899.5429873466492,-0.2179601788520813,2401.6072154045105,1723.0457067489624,-0.13408538699150085,2094.21443939209,1232.0293486118317,-0.19538456201553345,1696.3130235671997,1087.1801376342773,-0.21669815480709076,1371.3432848453522,1054.331749677658,-0.22019816935062408
